"STATION","YEAR","MONTH","TIME","ELEMENT","BIN","COUNT","AVG"
"11406",2025,1,"02:00","F","0-<1",5,0.68
"11406",2025,1,"02:00","F","1-<2",5,1.64
"11406",2025,1,"02:00","F","2-<3",8,2.638
"11406",2025,1,"02:00","F","3-<4",7,3.329
"11406",2025,1,"02:00","F","4-<5",3,4.333
"11406",2025,1,"02:00","F","5-<6",3,5.233
"11406",2025,1,"02:10","F","0-<1",4,0.475
"11406",2025,1,"02:10","F","1-<2",6,1.55
"11406",2025,1,"02:10","F","2-<3",5,2.5
"11406",2025,1,"02:10","F","3-<4",11,3.427
"11406",2025,1,"02:10","F","4-<5",4,4.6
"11406",2025,1,"02:10","F","5-<6",1,5
"11406",2025,1,"02:10","SSV10M","0-99",31,0
"11406",2025,1,"02:20","F","0-<1",4,0.625
"11406",2025,1,"02:20","F","1-<2",3,1.367
"11406",2025,1,"02:20","F","2-<3",10,2.45
"11406",2025,1,"02:20","F","3-<4",9,3.511
"11406",2025,1,"02:20","F","4-<5",4,4.45
"11406",2025,1,"02:20","F","5-<6",1,5.8
"11406",2025,1,"02:20","SSV10M","0-99",31,0
"11406",2025,1,"02:30","F","0-<1",3,0.567
"11406",2025,1,"02:30","F","1-<2",6,1.4
"11406",2025,1,"02:30","F","2-<3",7,2.586
"11406",2025,1,"02:30","F","3-<4",7,3.529
"11406",2025,1,"02:30","F","4-<5",7,4.429
"11406",2025,1,"02:30","F","6-<7",1,6.1
"11406",2025,1,"02:30","SSV10M","0-99",31,0
"11406",2025,1,"02:40","F","0-<1",5,0.72
"11406",2025,1,"02:40","F","1-<2",4,1.6
"11406",2025,1,"02:40","F","2-<3",8,2.375
"11406",2025,1,"02:40","F","3-<4",6,3.45
"11406",2025,1,"02:40","F","4-<5",6,4.517
"11406",2025,1,"02:40","F","5-<6",1,5.9
"11406",2025,1,"02:40","F","6-<7",1,6.1
"11406",2025,1,"02:40","SSV10M","0-99",31,0
"11406",2025,1,"02:50","F","0-<1",5,0.52
"11406",2025,1,"02:50","F","1-<2",5,1.72
"11406",2025,1,"02:50","F","2-<3",8,2.388
"11406",2025,1,"02:50","F","3-<4",6,3.55
"11406",2025,1,"02:50","F","4-<5",4,4.525
"11406",2025,1,"02:50","F","5-<6",1,5.2
"11406",2025,1,"02:50","F","6-<7",2,6.05
"11406",2025,1,"02:50","SSV10M","0-99",31,0
"11406",2025,1,"03:00","F","0-<1",5,0.54
"11406",2025,1,"03:00","F","1-<2",4,1.275
"11406",2025,1,"03:00","F","2-<3",9,2.256
"11406",2025,1,"03:00","F","3-<4",8,3.7
"11406",2025,1,"03:00","F","4-<5",2,4.2
"11406",2025,1,"03:00","F","5-<6",3,5.433
"11406",2025,1,"03:00","SSV10M","0-99",31,0
"11406",2025,1,"03:10","F","0-<1",6,0.583
"11406",2025,1,"03:10","F","1-<2",3,1.2
"11406",2025,1,"03:10","F","2-<3",10,2.38
"11406",2025,1,"03:10","F","3-<4",7,3.386
"11406",2025,1,"03:10","F","4-<5",3,4.267
"11406",2025,1,"03:10","F","6-<7",2,6.05
"11406",2025,1,"03:10","SSV10M","0-99",31,0
"11406",2025,1,"03:20","F","0-<1",6,0.667
"11406",2025,1,"03:20","F","1-<2",4,1.6
"11406",2025,1,"03:20","F","2-<3",9,2.556
"11406",2025,1,"03:20","F","3-<4",6,3.383
"11406",2025,1,"03:20","F","4-<5",4,4.4
"11406",2025,1,"03:20","F","6-<7",2,6.45
"11406",2025,1,"03:20","SSV10M","0-99",31,0
"11406",2025,1,"03:30","F","0-<1",4,0.525
"11406",2025,1,"03:30","F","1-<2",5,1.42
"11406",2025,1,"03:30","F","2-<3",10,2.4
"11406",2025,1,"03:30","F","3-<4",7,3.343
"11406",2025,1,"03:30","F","4-<5",2,4.45
"11406",2025,1,"03:30","F","5-<6",1,5
"11406",2025,1,"03:30","F","6-<7",2,6.2
"11406",2025,1,"03:30","SSV10M","0-99",31,0
"11406",2025,1,"03:40","F","0-<1",5,0.4
"11406",2025,1,"03:40","F","1-<2",3,1.133
"11406",2025,1,"03:40","F","2-<3",10,2.44
"11406",2025,1,"03:40","F","3-<4",8,3.375
"11406",2025,1,"03:40","F","4-<5",3,4.233
"11406",2025,1,"03:40","F","5-<6",1,5.6
"11406",2025,1,"03:40","F","6-<7",1,6.6
"11406",2025,1,"03:40","SSV10M","0-99",31,0
"11406",2025,1,"03:50","F","0-<1",5,0.42
"11406",2025,1,"03:50","F","1-<2",8,1.625
"11406",2025,1,"03:50","F","2-<3",8,2.362
"11406",2025,1,"03:50","F","3-<4",6,3.517
"11406",2025,1,"03:50","F","4-<5",2,4.1
"11406",2025,1,"03:50","F","5-<6",1,5.1
"11406",2025,1,"03:50","F","6-<7",1,6.3
"11406",2025,1,"03:50","SSV10M","0-99",31,0
"11406",2025,1,"04:00","F","0-<1",6,0.633
"11406",2025,1,"04:00","F","1-<2",7,1.671
"11406",2025,1,"04:00","F","2-<3",7,2.371
"11406",2025,1,"04:00","F","3-<4",7,3.486
"11406",2025,1,"04:00","F","4-<5",3,4.467
"11406",2025,1,"04:00","F","6-<7",1,6.1
"11406",2025,1,"04:00","SSV10M","0-99",31,0
"11406",2025,1,"04:10","F","0-<1",6,0.683
"11406",2025,1,"04:10","F","1-<2",7,1.571
"11406",2025,1,"04:10","F","2-<3",7,2.5
"11406",2025,1,"04:10","F","3-<4",10,3.49
"11406",2025,1,"04:10","F","6-<7",1,6.3
"11406",2025,1,"04:10","SSV10M","0-99",31,0
"11406",2025,1,"04:20","F","0-<1",6,0.717
"11406",2025,1,"04:20","F","1-<2",8,1.425
"11406",2025,1,"04:20","F","2-<3",8,2.425
"11406",2025,1,"04:20","F","3-<4",7,3.329
"11406",2025,1,"04:20","F","4-<5",1,4.1
"11406",2025,1,"04:20","F","5-<6",1,5.1
"11406",2025,1,"04:20","SSV10M","0-99",31,0
"11406",2025,1,"04:30","F","0-<1",5,0.54
"11406",2025,1,"04:30","F","1-<2",7,1.457
"11406",2025,1,"04:30","F","2-<3",9,2.411
"11406",2025,1,"04:30","F","3-<4",8,3.337
"11406",2025,1,"04:30","F","4-<5",2,4.55
"11406",2025,1,"04:30","SSV10M","0-99",31,0
"11406",2025,1,"04:40","F","0-<1",6,0.533
"11406",2025,1,"04:40","F","1-<2",2,1.5
"11406",2025,1,"04:40","F","2-<3",13,2.331
"11406",2025,1,"04:40","F","3-<4",8,3.475
"11406",2025,1,"04:40","F","4-<5",1,4.3
"11406",2025,1,"04:40","F","6-<7",1,6.2
"11406",2025,1,"04:40","SSV10M","0-99",31,0
"11406",2025,1,"04:50","F","0-<1",5,0.5
"11406",2025,1,"04:50","F","1-<2",4,1.25
"11406",2025,1,"04:50","F","2-<3",14,2.329
"11406",2025,1,"04:50","F","3-<4",7,3.471
"11406",2025,1,"04:50","F","5-<6",1,5.6
"11406",2025,1,"04:50","SSV10M","0-99",31,0
"11406",2025,1,"05:00","F","0-<1",4,0.475
"11406",2025,1,"05:00","F","1-<2",8,1.425
"11406",2025,1,"05:00","F","2-<3",9,2.478
"11406",2025,1,"05:00","F","3-<4",5,3.32
"11406",2025,1,"05:00","F","4-<5",5,4.28
"11406",2025,1,"05:00","SSV10M","0-99",31,0
"11406",2025,1,"05:10","F","0-<1",3,0.6
"11406",2025,1,"05:10","F","1-<2",9,1.522
"11406",2025,1,"05:10","F","2-<3",7,2.329
"11406",2025,1,"05:10","F","3-<4",6,3.583
"11406",2025,1,"05:10","F","4-<5",6,4.117
"11406",2025,1,"05:10","SSV10M","0-99",31,0
"11406",2025,1,"05:20","F","0-<1",4,0.5
"11406",2025,1,"05:20","F","1-<2",10,1.45
"11406",2025,1,"05:20","F","2-<3",5,2.18
"11406",2025,1,"05:20","F","3-<4",6,3.45
"11406",2025,1,"05:20","F","4-<5",6,4.417
"11406",2025,1,"05:20","SSV10M","0-99",31,0
"11406",2025,1,"05:30","F","0-<1",7,0.657
"11406",2025,1,"05:30","F","1-<2",5,1.24
"11406",2025,1,"05:30","F","2-<3",8,2.5
"11406",2025,1,"05:30","F","3-<4",6,3.55
"11406",2025,1,"05:30","F","4-<5",4,4.425
"11406",2025,1,"05:30","F","5-<6",1,5.6
"11406",2025,1,"05:30","SSV10M","0-99",31,0
"11406",2025,1,"05:40","F","0-<1",8,0.65
"11406",2025,1,"05:40","F","1-<2",6,1.35
"11406",2025,1,"05:40","F","2-<3",6,2.617
"11406",2025,1,"05:40","F","3-<4",7,3.5
"11406",2025,1,"05:40","F","4-<5",3,4.133
"11406",2025,1,"05:40","F","5-<6",1,5.3
"11406",2025,1,"05:40","SSV10M","0-99",31,0
"11406",2025,1,"05:50","F","0-<1",8,0.7
"11406",2025,1,"05:50","F","1-<2",6,1.583
"11406",2025,1,"05:50","F","2-<3",9,2.456
"11406",2025,1,"05:50","F","3-<4",5,3.58
"11406",2025,1,"05:50","F","4-<5",3,4.2
"11406",2025,1,"05:50","SSV10M","0-99",31,0
"11406",2025,1,"06:00","F","0-<1",6,0.6
"11406",2025,1,"06:00","F","1-<2",8,1.337
"11406",2025,1,"06:00","F","2-<3",7,2.414
"11406",2025,1,"06:00","F","3-<4",5,3.46
"11406",2025,1,"06:00","F","4-<5",4,4.175
"11406",2025,1,"06:00","F","5-<6",1,5
"11406",2025,1,"06:00","SSV10M","0-99",31,0
"11406",2025,1,"06:10","F","0-<1",5,0.74
"11406",2025,1,"06:10","F","1-<2",10,1.36
"11406",2025,1,"06:10","F","2-<3",7,2.343
"11406",2025,1,"06:10","F","3-<4",6,3.65
"11406",2025,1,"06:10","F","4-<5",3,4.8
"11406",2025,1,"06:10","SSV10M","0-99",31,0
"11406",2025,1,"06:20","F","0-<1",5,0.64
"11406",2025,1,"06:20","F","1-<2",10,1.44
"11406",2025,1,"06:20","F","2-<3",5,2.48
"11406",2025,1,"06:20","F","3-<4",4,3.15
"11406",2025,1,"06:20","F","4-<5",5,4.38
"11406",2025,1,"06:20","F","5-<6",1,5.4
"11406",2025,1,"06:20","F","6-<7",1,6.2
"11406",2025,1,"06:20","SSV10M","0-99",31,0
"11406",2025,1,"06:30","F","0-<1",7,0.8
"11406",2025,1,"06:30","F","1-<2",7,1.5
"11406",2025,1,"06:30","F","2-<3",9,2.556
"11406",2025,1,"06:30","F","3-<4",2,3.25
"11406",2025,1,"06:30","F","4-<5",5,4.4
"11406",2025,1,"06:30","F","5-<6",1,5.9
"11406",2025,1,"06:30","SSV10M","0-99",31,0
"11406",2025,1,"06:40","F","0-<1",8,0.75
"11406",2025,1,"06:40","F","1-<2",7,1.514
"11406",2025,1,"06:40","F","2-<3",4,2.425
"11406",2025,1,"06:40","F","3-<4",7,3.443
"11406",2025,1,"06:40","F","4-<5",4,4.275
"11406",2025,1,"06:40","F","5-<6",1,5.5
"11406",2025,1,"06:40","SSV10M","0-99",31,0
"11406",2025,1,"06:50","F","0-<1",6,0.717
"11406",2025,1,"06:50","F","1-<2",9,1.411
"11406",2025,1,"06:50","F","2-<3",4,2.475
"11406",2025,1,"06:50","F","3-<4",6,3.433
"11406",2025,1,"06:50","F","4-<5",2,4.3
"11406",2025,1,"06:50","F","5-<6",3,5.333
"11406",2025,1,"06:50","F","6-<7",1,6.5
"11406",2025,1,"06:50","SSV10M","0-99",31,0
"11406",2025,1,"07:00","F","0-<1",8,0.812
"11406",2025,1,"07:00","F","1-<2",6,1.5
"11406",2025,1,"07:00","F","2-<3",7,2.257
"11406",2025,1,"07:00","F","3-<4",5,3.5
"11406",2025,1,"07:00","F","4-<5",1,4.2
"11406",2025,1,"07:00","F","5-<6",3,5.6
"11406",2025,1,"07:00","F","7-<8",1,7.1
"11406",2025,1,"07:00","SSV10M","0-99",31,0
"11406",2025,1,"07:10","F","0-<1",5,0.68
"11406",2025,1,"07:10","F","1-<2",8,1.337
"11406",2025,1,"07:10","F","2-<3",9,2.267
"11406",2025,1,"07:10","F","3-<4",3,3.467
"11406",2025,1,"07:10","F","4-<5",4,4.275
"11406",2025,1,"07:10","F","6-<7",2,6.15
"11406",2025,1,"07:10","SSV10M","0-99",31,0
"11406",2025,1,"07:20","F","0-<1",7,0.714
"11406",2025,1,"07:20","F","1-<2",6,1.5
"11406",2025,1,"07:20","F","2-<3",11,2.555
"11406",2025,1,"07:20","F","3-<4",3,3.667
"11406",2025,1,"07:20","F","4-<5",2,4.25
"11406",2025,1,"07:20","F","5-<6",1,5.3
"11406",2025,1,"07:20","F","6-<7",1,6.6
"11406",2025,1,"07:20","SSV10M","0-99",31,0
"11406",2025,1,"07:30","F","0-<1",5,0.54
"11406",2025,1,"07:30","F","1-<2",8,1.45
"11406",2025,1,"07:30","F","2-<3",10,2.51
"11406",2025,1,"07:30","F","3-<4",6,3.7
"11406",2025,1,"07:30","F","5-<6",1,5.7
"11406",2025,1,"07:30","F","6-<7",1,6.2
"11406",2025,1,"07:30","SSV10M","0-99",29,0
"11406",2025,1,"07:30","SSV10M","100-199",2,123.5
"11406",2025,1,"07:40","F","0-<1",5,0.68
"11406",2025,1,"07:40","F","1-<2",7,1.343
"11406",2025,1,"07:40","F","2-<3",10,2.51
"11406",2025,1,"07:40","F","3-<4",5,3.54
"11406",2025,1,"07:40","F","4-<5",2,4.2
"11406",2025,1,"07:40","F","5-<6",1,5.8
"11406",2025,1,"07:40","F","6-<7",1,6.6
"11406",2025,1,"07:40","SSV10M","0-99",29,2.207
"11406",2025,1,"07:40","SSV10M","600+",2,600
"11406",2025,1,"07:50","F","0-<1",6,0.733
"11406",2025,1,"07:50","F","1-<2",7,1.257
"11406",2025,1,"07:50","F","2-<3",9,2.489
"11406",2025,1,"07:50","F","3-<4",5,3.56
"11406",2025,1,"07:50","F","4-<5",2,4.3
"11406",2025,1,"07:50","F","5-<6",1,5.3
"11406",2025,1,"07:50","F","6-<7",1,6.2
"11406",2025,1,"07:50","SSV10M","0-99",26,1.192
"11406",2025,1,"07:50","SSV10M","100-199",1,137
"11406",2025,1,"07:50","SSV10M","200-299",1,284
"11406",2025,1,"07:50","SSV10M","300-399",1,364
"11406",2025,1,"07:50","SSV10M","600+",2,600
"11406",2025,1,"08:00","F","0-<1",6,0.733
"11406",2025,1,"08:00","F","1-<2",8,1.25
"11406",2025,1,"08:00","F","2-<3",6,2.433
"11406",2025,1,"08:00","F","3-<4",9,3.389
"11406",2025,1,"08:00","F","4-<5",2,4.3
"11406",2025,1,"08:00","SSV10M","0-99",25,0
"11406",2025,1,"08:00","SSV10M","100-199",1,163
"11406",2025,1,"08:00","SSV10M","300-399",1,357
"11406",2025,1,"08:00","SSV10M","600+",4,600
"11406",2025,1,"08:10","F","0-<1",3,0.767
"11406",2025,1,"08:10","F","1-<2",11,1.391
"11406",2025,1,"08:10","F","2-<3",7,2.357
"11406",2025,1,"08:10","F","3-<4",6,3.3
"11406",2025,1,"08:10","F","4-<5",4,4.125
"11406",2025,1,"08:10","SSV10M","0-99",27,1.148
"11406",2025,1,"08:10","SSV10M","600+",4,600
"11406",2025,1,"08:20","F","0-<1",6,0.817
"11406",2025,1,"08:20","F","1-<2",8,1.388
"11406",2025,1,"08:20","F","2-<3",7,2.357
"11406",2025,1,"08:20","F","3-<4",6,3.517
"11406",2025,1,"08:20","F","4-<5",4,4.275
"11406",2025,1,"08:20","SSV10M","0-99",26,0
"11406",2025,1,"08:20","SSV10M","200-299",1,217
"11406",2025,1,"08:20","SSV10M","300-399",1,303
"11406",2025,1,"08:20","SSV10M","600+",3,600
"11406",2025,1,"08:30","F","0-<1",4,0.75
"11406",2025,1,"08:30","F","1-<2",9,1.344
"11406",2025,1,"08:30","F","2-<3",8,2.363
"11406",2025,1,"08:30","F","3-<4",5,3.34
"11406",2025,1,"08:30","F","4-<5",3,4.467
"11406",2025,1,"08:30","F","5-<6",2,5.1
"11406",2025,1,"08:30","SSV10M","0-99",26,4.731
"11406",2025,1,"08:30","SSV10M","600+",5,600
"11406",2025,1,"08:40","F","0-<1",4,0.8
"11406",2025,1,"08:40","F","1-<2",9,1.4
"11406",2025,1,"08:40","F","2-<3",10,2.42
"11406",2025,1,"08:40","F","3-<4",4,3.6
"11406",2025,1,"08:40","F","4-<5",3,4.3
"11406",2025,1,"08:40","F","5-<6",1,5.1
"11406",2025,1,"08:40","SSV10M","0-99",23,7.826
"11406",2025,1,"08:40","SSV10M","100-199",1,133
"11406",2025,1,"08:40","SSV10M","200-299",1,234
"11406",2025,1,"08:40","SSV10M","300-399",1,386
"11406",2025,1,"08:40","SSV10M","600+",5,600
"11406",2025,1,"08:50","F","0-<1",5,0.72
"11406",2025,1,"08:50","F","1-<2",7,1.4
"11406",2025,1,"08:50","F","2-<3",8,2.275
"11406",2025,1,"08:50","F","3-<4",6,3.433
"11406",2025,1,"08:50","F","4-<5",5,4.24
"11406",2025,1,"08:50","SSV10M","0-99",22,0
"11406",2025,1,"08:50","SSV10M","100-199",3,170.667
"11406",2025,1,"08:50","SSV10M","300-399",1,375
"11406",2025,1,"08:50","SSV10M","400-499",1,456
"11406",2025,1,"08:50","SSV10M","500-599",1,578
"11406",2025,1,"08:50","SSV10M","600+",3,600
"11406",2025,1,"09:00","F","0-<1",3,0.667
"11406",2025,1,"09:00","F","1-<2",10,1.41
"11406",2025,1,"09:00","F","2-<3",6,2.567
"11406",2025,1,"09:00","F","3-<4",8,3.375
"11406",2025,1,"09:00","F","4-<5",4,4.575
"11406",2025,1,"09:00","SSV10M","0-99",25,5.92
"11406",2025,1,"09:00","SSV10M","300-399",2,305.5
"11406",2025,1,"09:00","SSV10M","600+",4,600
"11406",2025,1,"09:10","F","0-<1",4,0.775
"11406",2025,1,"09:10","F","1-<2",10,1.35
"11406",2025,1,"09:10","F","2-<3",6,2.567
"11406",2025,1,"09:10","F","3-<4",5,3.58
"11406",2025,1,"09:10","F","4-<5",5,4.14
"11406",2025,1,"09:10","F","5-<6",1,5.2
"11406",2025,1,"09:10","SSV10M","0-99",25,0.52
"11406",2025,1,"09:10","SSV10M","500-599",2,569.5
"11406",2025,1,"09:10","SSV10M","600+",4,600
"11406",2025,1,"09:20","F","0-<1",5,0.74
"11406",2025,1,"09:20","F","1-<2",9,1.456
"11406",2025,1,"09:20","F","2-<3",9,2.556
"11406",2025,1,"09:20","F","3-<4",3,3.7
"11406",2025,1,"09:20","F","4-<5",4,4.225
"11406",2025,1,"09:20","F","5-<6",1,5.9
"11406",2025,1,"09:20","SSV10M","0-99",24,2.5
"11406",2025,1,"09:20","SSV10M","300-399",1,352
"11406",2025,1,"09:20","SSV10M","400-499",1,458
"11406",2025,1,"09:20","SSV10M","500-599",1,561
"11406",2025,1,"09:20","SSV10M","600+",4,600
"11406",2025,1,"09:30","F","0-<1",4,0.725
"11406",2025,1,"09:30","F","1-<2",7,1.357
"11406",2025,1,"09:30","F","2-<3",12,2.458
"11406",2025,1,"09:30","F","3-<4",4,3.35
"11406",2025,1,"09:30","F","4-<5",1,4.2
"11406",2025,1,"09:30","F","5-<6",3,5.4
"11406",2025,1,"09:30","SSV10M","0-99",24,1.708
"11406",2025,1,"09:30","SSV10M","100-199",1,123
"11406",2025,1,"09:30","SSV10M","500-599",3,566
"11406",2025,1,"09:30","SSV10M","600+",3,600
"11406",2025,1,"09:40","F","0-<1",6,0.7
"11406",2025,1,"09:40","F","1-<2",5,1.34
"11406",2025,1,"09:40","F","2-<3",8,2.4
"11406",2025,1,"09:40","F","3-<4",8,3.375
"11406",2025,1,"09:40","F","4-<5",2,4.85
"11406",2025,1,"09:40","F","5-<6",1,5.8
"11406",2025,1,"09:40","F","6-<7",1,6.2
"11406",2025,1,"09:40","SSV10M","0-99",23,3
"11406",2025,1,"09:40","SSV10M","200-299",1,270
"11406",2025,1,"09:40","SSV10M","300-399",2,338.5
"11406",2025,1,"09:40","SSV10M","400-499",1,441
"11406",2025,1,"09:40","SSV10M","600+",4,600
"11406",2025,1,"09:50","F","0-<1",4,0.575
"11406",2025,1,"09:50","F","1-<2",8,1.45
"11406",2025,1,"09:50","F","2-<3",8,2.425
"11406",2025,1,"09:50","F","3-<4",4,3.45
"11406",2025,1,"09:50","F","4-<5",3,4.2
"11406",2025,1,"09:50","F","5-<6",4,5.425
"11406",2025,1,"09:50","SSV10M","0-99",24,0.458
"11406",2025,1,"09:50","SSV10M","100-199",1,175
"11406",2025,1,"09:50","SSV10M","500-599",1,539
"11406",2025,1,"09:50","SSV10M","600+",5,600
"11406",2025,1,"10:00","F","0-<1",6,0.7
"11406",2025,1,"10:00","F","1-<2",6,1.517
"11406",2025,1,"10:00","F","2-<3",8,2.375
"11406",2025,1,"10:00","F","3-<4",4,3.35
"11406",2025,1,"10:00","F","4-<5",3,4.4
"11406",2025,1,"10:00","F","5-<6",3,5.167
"11406",2025,1,"10:00","F","6-<7",1,6.5
"11406",2025,1,"10:00","SSV10M","0-99",23,3.087
"11406",2025,1,"10:00","SSV10M","200-299",2,238
"11406",2025,1,"10:00","SSV10M","500-599",3,553.667
"11406",2025,1,"10:00","SSV10M","600+",3,600
"11406",2025,1,"10:10","F","0-<1",4,0.7
"11406",2025,1,"10:10","F","1-<2",9,1.444
"11406",2025,1,"10:10","F","2-<3",6,2.55
"11406",2025,1,"10:10","F","3-<4",6,3.3
"11406",2025,1,"10:10","F","4-<5",2,4.25
"11406",2025,1,"10:10","F","5-<6",3,5.467
"11406",2025,1,"10:10","F","6-<7",1,6.5
"11406",2025,1,"10:10","SSV10M","0-99",22,0.864
"11406",2025,1,"10:10","SSV10M","200-299",1,250
"11406",2025,1,"10:10","SSV10M","300-399",1,315
"11406",2025,1,"10:10","SSV10M","400-499",1,411
"11406",2025,1,"10:10","SSV10M","500-599",2,549
"11406",2025,1,"10:10","SSV10M","600+",4,600
"11406",2025,1,"10:20","F","0-<1",3,0.667
"11406",2025,1,"10:20","F","1-<2",12,1.567
"11406",2025,1,"10:20","F","2-<3",4,2.3
"11406",2025,1,"10:20","F","3-<4",5,3.54
"11406",2025,1,"10:20","F","4-<5",4,4.625
"11406",2025,1,"10:20","F","5-<6",2,5.45
"11406",2025,1,"10:20","F","6-<7",1,6.8
"11406",2025,1,"10:20","SSV10M","0-99",25,5.8
"11406",2025,1,"10:20","SSV10M","400-499",1,438
"11406",2025,1,"10:20","SSV10M","500-599",2,523.5
"11406",2025,1,"10:20","SSV10M","600+",3,600
"11406",2025,1,"10:30","F","0-<1",2,0.7
"11406",2025,1,"10:30","F","1-<2",10,1.6
"11406",2025,1,"10:30","F","2-<3",6,2.217
"11406",2025,1,"10:30","F","3-<4",4,3.325
"11406",2025,1,"10:30","F","4-<5",5,4.5
"11406",2025,1,"10:30","F","5-<6",3,5.2
"11406",2025,1,"10:30","F","6-<7",1,6.7
"11406",2025,1,"10:30","SSV10M","0-99",25,1.2
"11406",2025,1,"10:30","SSV10M","300-399",2,371.5
"11406",2025,1,"10:30","SSV10M","500-599",1,579
"11406",2025,1,"10:30","SSV10M","600+",3,600
"11406",2025,1,"10:40","F","0-<1",2,0.6
"11406",2025,1,"10:40","F","1-<2",6,1.35
"11406",2025,1,"10:40","F","2-<3",10,2.16
"11406",2025,1,"10:40","F","3-<4",6,3.317
"11406",2025,1,"10:40","F","4-<5",3,4.2
"11406",2025,1,"10:40","F","5-<6",3,5.233
"11406",2025,1,"10:40","F","6-<7",1,6.7
"11406",2025,1,"10:40","SSV10M","0-99",23,0.87
"11406",2025,1,"10:40","SSV10M","100-199",2,121
"11406",2025,1,"10:40","SSV10M","500-599",1,559
"11406",2025,1,"10:40","SSV10M","600+",5,600
"11406",2025,1,"10:50","F","0-<1",2,0.85
"11406",2025,1,"10:50","F","1-<2",6,1.367
"11406",2025,1,"10:50","F","2-<3",11,2.391
"11406",2025,1,"10:50","F","3-<4",4,3.475
"11406",2025,1,"10:50","F","4-<5",5,4.36
